publishTime,startTime,generation,horizon_hours
2024-01-13 15:30:00+00:00,2024-01-15 05:00:00+00:00,16584,37.5
2024-01-13 18:30:00+00:00,2024-01-15 05:00:00+00:00,16555,34.5
2024-01-13 22:30:00+00:00,2024-01-15 05:00:00+00:00,16553,30.5
2024-01-14 02:30:00+00:00,2024-01-15 05:00:00+00:00,16554,26.5
2024-01-14 04:30:00+00:00,2024-01-15 05:00:00+00:00,16552,24.5
2024-01-14 07:30:00+00:00,2024-01-15 05:00:00+00:00,16317,21.5
2024-01-14 09:30:00+00:00,2024-01-15 05:00:00+00:00,16316,19.5
2024-01-14 11:30:00+00:00,2024-01-15 05:00:00+00:00,16313,17.5
2024-01-14 15:30:00+00:00,2024-01-15 05:00:00+00:00,16248,13.5
2024-01-14 18:30:00+00:00,2024-01-15 05:00:00+00:00,16242,10.5
2024-01-14 22:30:00+00:00,2024-01-15 05:00:00+00:00,16235,6.5
2024-01-13 07:30:00+00:00,2024-01-15 06:00:00+00:00,16603,46.5
2024-01-13 09:30:00+00:00,2024-01-15 06:00:00+00:00,16599,44.5
2024-01-13 11:30:00+00:00,2024-01-15 06:00:00+00:00,16598,42.5
2024-01-13 15:30:00+00:00,2024-01-15 06:00:00+00:00,16627,38.5
2024-01-13 18:30:00+00:00,2024-01-15 06:00:00+00:00,16554,35.5
2024-01-13 22:30:00+00:00,2024-01-15 06:00:00+00:00,16549,31.5
2024-01-14 02:30:00+00:00,2024-01-15 06:00:00+00:00,16540,27.5
2024-01-14 04:30:00+00:00,2024-01-15 06:00:00+00:00,16531,25.5
2024-01-14 07:30:00+00:00,2024-01-15 06:00:00+00:00,16390,22.5
2024-01-14 09:30:00+00:00,2024-01-15 06:00:00+00:00,16388,20.5
2024-01-14 11:30:00+00:00,2024-01-15 06:00:00+00:00,16377,18.5
2024-01-14 15:30:00+00:00,2024-01-15 06:00:00+00:00,16282,14.5
2024-01-14 18:30:00+00:00,2024-01-15 06:00:00+00:00,16188,11.5
2024-01-14 22:30:00+00:00,2024-01-15 06:00:00+00:00,16184,7.5
2024-01-13 07:30:00+00:00,2024-01-15 07:00:00+00:00,16514,47.5
2024-01-13 09:30:00+00:00,2024-01-15 07:00:00+00:00,16509,45.5
2024-01-13 11:30:00+00:00,2024-01-15 07:00:00+00:00,16505,43.5
2024-01-13 15:30:00+00:00,2024-01-15 07:00:00+00:00,16530,39.5
2024-01-13 18:30:00+00:00,2024-01-15 07:00:00+00:00,16413,36.5
2024-01-13 22:30:00+00:00,2024-01-15 07:00:00+00:00,16410,32.5
2024-01-14 02:30:00+00:00,2024-01-15 07:00:00+00:00,16420,28.5
2024-01-14 04:30:00+00:00,2024-01-15 07:00:00+00:00,16419,26.5
2024-01-14 07:30:00+00:00,2024-01-15 07:00:00+00:00,16277,23.5
2024-01-14 09:30:00+00:00,2024-01-15 07:00:00+00:00,16276,21.5
2024-01-14 11:30:00+00:00,2024-01-15 07:00:00+00:00,16276,19.5
2024-01-14 15:30:00+00:00,2024-01-15 07:00:00+00:00,16198,15.5
2024-01-14 18:30:00+00:00,2024-01-15 07:00:00+00:00,16031,12.5
2024-01-14 22:30:00+00:00,2024-01-15 07:00:00+00:00,16030,8.5
2024-01-13 09:30:00+00:00,2024-01-15 08:00:00+00:00,16410,46.5
2024-01-13 11:30:00+00:00,2024-01-15 08:00:00+00:00,16404,44.5
2024-01-13 15:30:00+00:00,2024-01-15 08:00:00+00:00,16423,40.5
2024-01-13 18:30:00+00:00,2024-01-15 08:00:00+00:00,16208,37.5
2024-01-13 22:30:00+00:00,2024-01-15 08:00:00+00:00,16211,33.5
2024-01-14 02:30:00+00:00,2024-01-15 08:00:00+00:00,16226,29.5
2024-01-14 04:30:00+00:00,2024-01-15 08:00:00+00:00,16226,27.5
2024-01-14 07:30:00+00:00,2024-01-15 08:00:00+00:00,16116,24.5
2024-01-14 09:30:00+00:00,2024-01-15 08:00:00+00:00,16115,22.5
2024-01-14 11:30:00+00:00,2024-01-15 08:00:00+00:00,16114,20.5
2024-01-14 15:30:00+00:00,2024-01-15 08:00:00+00:00,16004,16.5
2024-01-14 18:30:00+00:00,2024-01-15 08:00:00+00:00,15774,13.5
2024-01-14 22:30:00+00:00,2024-01-15 08:00:00+00:00,15777,9.5
2024-01-13 09:30:00+00:00,2024-01-15 09:00:00+00:00,16303,47.5
2024-01-13 11:30:00+00:00,2024-01-15 09:00:00+00:00,16295,45.5
2024-01-13 15:30:00+00:00,2024-01-15 09:00:00+00:00,16308,41.5
2024-01-13 18:30:00+00:00,2024-01-15 09:00:00+00:00,16122,38.5
2024-01-13 22:30:00+00:00,2024-01-15 09:00:00+00:00,16121,34.5
2024-01-14 02:30:00+00:00,2024-01-15 09:00:00+00:00,16113,30.5
2024-01-14 04:30:00+00:00,2024-01-15 09:00:00+00:00,16122,28.5
2024-01-14 07:30:00+00:00,2024-01-15 09:00:00+00:00,15989,25.5
2024-01-14 09:30:00+00:00,2024-01-15 09:00:00+00:00,15987,23.5
2024-01-14 11:30:00+00:00,2024-01-15 09:00:00+00:00,15978,21.5
2024-01-14 15:30:00+00:00,2024-01-15 09:00:00+00:00,15872,17.5
2024-01-14 18:30:00+00:00,2024-01-15 09:00:00+00:00,15580,14.5
2024-01-14 22:30:00+00:00,2024-01-15 09:00:00+00:00,15580,10.5
2024-01-13 11:30:00+00:00,2024-01-15 10:00:00+00:00,16390,46.5
2024-01-13 15:30:00+00:00,2024-01-15 10:00:00+00:00,16396,42.5
2024-01-13 18:30:00+00:00,2024-01-15 10:00:00+00:00,16256,39.5
2024-01-13 22:30:00+00:00,2024-01-15 10:00:00+00:00,16255,35.5
2024-01-14 02:30:00+00:00,2024-01-15 10:00:00+00:00,16180,31.5
2024-01-14 04:30:00+00:00,2024-01-15 10:00:00+00:00,16180,29.5
2024-01-14 07:30:00+00:00,2024-01-15 10:00:00+00:00,16006,26.5
2024-01-14 09:30:00+00:00,2024-01-15 10:00:00+00:00,16002,24.5
2024-01-14 11:30:00+00:00,2024-01-15 10:00:00+00:00,16007,22.5
2024-01-14 15:30:00+00:00,2024-01-15 10:00:00+00:00,15846,18.5
2024-01-14 18:30:00+00:00,2024-01-15 10:00:00+00:00,15563,15.5
2024-01-14 22:30:00+00:00,2024-01-15 10:00:00+00:00,15561,11.5
2024-01-13 11:30:00+00:00,2024-01-15 11:00:00+00:00,16469,47.5
2024-01-13 15:30:00+00:00,2024-01-15 11:00:00+00:00,16472,43.5
2024-01-13 18:30:00+00:00,2024-01-15 11:00:00+00:00,16321,40.5
2024-01-13 22:30:00+00:00,2024-01-15 11:00:00+00:00,16320,36.5
2024-01-14 02:30:00+00:00,2024-01-15 11:00:00+00:00,16254,32.5
2024-01-14 04:30:00+00:00,2024-01-15 11:00:00+00:00,16254,30.5
2024-01-14 07:30:00+00:00,2024-01-15 11:00:00+00:00,16083,27.5
2024-01-14 09:30:00+00:00,2024-01-15 11:00:00+00:00,16080,25.5
2024-01-14 11:30:00+00:00,2024-01-15 11:00:00+00:00,16070,23.5
2024-01-14 15:30:00+00:00,2024-01-15 11:00:00+00:00,15878,19.5
2024-01-14 18:30:00+00:00,2024-01-15 11:00:00+00:00,15578,16.5
2024-01-14 22:30:00+00:00,2024-01-15 11:00:00+00:00,15576,12.5
2024-01-13 15:30:00+00:00,2024-01-15 12:00:00+00:00,16534,44.5
2024-01-13 18:30:00+00:00,2024-01-15 12:00:00+00:00,16362,41.5
2024-01-13 22:30:00+00:00,2024-01-15 12:00:00+00:00,16361,37.5
2024-01-14 02:30:00+00:00,2024-01-15 12:00:00+00:00,16392,33.5
2024-01-14 04:30:00+00:00,2024-01-15 12:00:00+00:00,16382,31.5
2024-01-14 07:30:00+00:00,2024-01-15 12:00:00+00:00,16245,28.5
2024-01-14 09:30:00+00:00,2024-01-15 12:00:00+00:00,16243,26.5
2024-01-14 11:30:00+00:00,2024-01-15 12:00:00+00:00,16226,24.5
2024-01-14 15:30:00+00:00,2024-01-15 12:00:00+00:00,15995,20.5
2024-01-14 18:30:00+00:00,2024-01-15 12:00:00+00:00,15667,17.5
2024-01-14 22:30:00+00:00,2024-01-15 12:00:00+00:00,15668,13.5
2024-01-13 15:30:00+00:00,2024-01-15 13:00:00+00:00,16234,45.5
2024-01-13 18:30:00+00:00,2024-01-15 13:00:00+00:00,16061,42.5
2024-01-13 22:30:00+00:00,2024-01-15 13:00:00+00:00,16059,38.5
2024-01-14 02:30:00+00:00,2024-01-15 13:00:00+00:00,16299,34.5
2024-01-14 04:30:00+00:00,2024-01-15 13:00:00+00:00,16297,32.5
2024-01-14 07:30:00+00:00,2024-01-15 13:00:00+00:00,16227,29.5
2024-01-14 09:30:00+00:00,2024-01-15 13:00:00+00:00,16223,27.5
2024-01-14 11:30:00+00:00,2024-01-15 13:00:00+00:00,16200,25.5
2024-01-14 15:30:00+00:00,2024-01-15 13:00:00+00:00,15971,21.5
2024-01-14 18:30:00+00:00,2024-01-15 13:00:00+00:00,15634,18.5
2024-01-14 22:30:00+00:00,2024-01-15 13:00:00+00:00,15633,14.5
2024-01-13 15:30:00+00:00,2024-01-15 14:00:00+00:00,15915,46.5
2024-01-13 18:30:00+00:00,2024-01-15 14:00:00+00:00,15741,43.5
2024-01-13 22:30:00+00:00,2024-01-15 14:00:00+00:00,15737,39.5
2024-01-14 02:30:00+00:00,2024-01-15 14:00:00+00:00,15931,35.5
2024-01-14 04:30:00+00:00,2024-01-15 14:00:00+00:00,15928,33.5
2024-01-14 07:30:00+00:00,2024-01-15 14:00:00+00:00,15894,30.5
2024-01-14 09:30:00+00:00,2024-01-15 14:00:00+00:00,15890,28.5
2024-01-14 11:30:00+00:00,2024-01-15 14:00:00+00:00,15867,26.5
2024-01-14 15:30:00+00:00,2024-01-15 14:00:00+00:00,15515,22.5
2024-01-14 18:30:00+00:00,2024-01-15 14:00:00+00:00,15152,19.5
2024-01-14 22:30:00+00:00,2024-01-15 14:00:00+00:00,15150,15.5
2024-01-13 15:30:00+00:00,2024-01-15 15:00:00+00:00,15578,47.5
2024-01-13 18:30:00+00:00,2024-01-15 15:00:00+00:00,15404,44.5
2024-01-13 22:30:00+00:00,2024-01-15 15:00:00+00:00,15398,40.5
2024-01-14 02:30:00+00:00,2024-01-15 15:00:00+00:00,15187,36.5
2024-01-14 04:30:00+00:00,2024-01-15 15:00:00+00:00,15174,34.5
2024-01-14 07:30:00+00:00,2024-01-15 15:00:00+00:00,15040,31.5
2024-01-14 09:30:00+00:00,2024-01-15 15:00:00+00:00,15038,29.5
2024-01-14 11:30:00+00:00,2024-01-15 15:00:00+00:00,15008,27.5
2024-01-14 15:30:00+00:00,2024-01-15 15:00:00+00:00,14596,23.5
2024-01-14 18:30:00+00:00,2024-01-15 15:00:00+00:00,14256,20.5
2024-01-14 22:30:00+00:00,2024-01-15 15:00:00+00:00,14256,16.5
2024-01-13 18:30:00+00:00,2024-01-15 16:00:00+00:00,14854,45.5
2024-01-13 22:30:00+00:00,2024-01-15 16:00:00+00:00,14845,41.5
2024-01-14 02:30:00+00:00,2024-01-15 16:00:00+00:00,14813,37.5
2024-01-14 04:30:00+00:00,2024-01-15 16:00:00+00:00,14795,35.5
2024-01-14 07:30:00+00:00,2024-01-15 16:00:00+00:00,14531,32.5
2024-01-14 09:30:00+00:00,2024-01-15 16:00:00+00:00,14532,30.5
2024-01-14 11:30:00+00:00,2024-01-15 16:00:00+00:00,14502,28.5
2024-01-14 15:30:00+00:00,2024-01-15 16:00:00+00:00,14004,24.5
2024-01-14 18:30:00+00:00,2024-01-15 16:00:00+00:00,13637,21.5
2024-01-14 22:30:00+00:00,2024-01-15 16:00:00+00:00,13637,17.5
2024-01-13 18:30:00+00:00,2024-01-15 17:00:00+00:00,14281,46.5
2024-01-13 22:30:00+00:00,2024-01-15 17:00:00+00:00,14270,42.5
2024-01-14 02:30:00+00:00,2024-01-15 17:00:00+00:00,14205,38.5
2024-01-14 04:30:00+00:00,2024-01-15 17:00:00+00:00,14184,36.5
2024-01-14 07:30:00+00:00,2024-01-15 17:00:00+00:00,14092,33.5
2024-01-14 09:30:00+00:00,2024-01-15 17:00:00+00:00,14093,31.5
2024-01-14 11:30:00+00:00,2024-01-15 17:00:00+00:00,14075,29.5
2024-01-14 15:30:00+00:00,2024-01-15 17:00:00+00:00,13618,25.5
2024-01-14 18:30:00+00:00,2024-01-15 17:00:00+00:00,13204,22.5
2024-01-14 22:30:00+00:00,2024-01-15 17:00:00+00:00,13203,18.5
2024-01-13 18:30:00+00:00,2024-01-15 18:00:00+00:00,13696,47.5
2024-01-13 22:30:00+00:00,2024-01-15 18:00:00+00:00,13684,43.5
2024-01-14 02:30:00+00:00,2024-01-15 18:00:00+00:00,13587,39.5
2024-01-14 04:30:00+00:00,2024-01-15 18:00:00+00:00,13565,37.5
2024-01-14 07:30:00+00:00,2024-01-15 18:00:00+00:00,13540,34.5
2024-01-14 09:30:00+00:00,2024-01-15 18:00:00+00:00,13540,32.5
2024-01-14 11:30:00+00:00,2024-01-15 18:00:00+00:00,13518,30.5
2024-01-14 15:30:00+00:00,2024-01-15 18:00:00+00:00,13089,26.5
2024-01-14 18:30:00+00:00,2024-01-15 18:00:00+00:00,12638,23.5
2024-01-14 22:30:00+00:00,2024-01-15 18:00:00+00:00,12635,19.5
2024-01-13 22:30:00+00:00,2024-01-15 19:00:00+00:00,13258,44.5
2024-01-14 02:30:00+00:00,2024-01-15 19:00:00+00:00,13115,40.5
2024-01-14 04:30:00+00:00,2024-01-15 19:00:00+00:00,13095,38.5
2024-01-14 07:30:00+00:00,2024-01-15 19:00:00+00:00,12965,35.5
2024-01-14 09:30:00+00:00,2024-01-15 19:00:00+00:00,12965,33.5
2024-01-14 11:30:00+00:00,2024-01-15 19:00:00+00:00,12954,31.5
2024-01-14 15:30:00+00:00,2024-01-15 19:00:00+00:00,12383,27.5
2024-01-14 18:30:00+00:00,2024-01-15 19:00:00+00:00,11836,24.5
2024-01-14 22:30:00+00:00,2024-01-15 19:00:00+00:00,11835,20.5
2024-01-13 22:30:00+00:00,2024-01-15 20:00:00+00:00,12805,45.5
2024-01-14 02:30:00+00:00,2024-01-15 20:00:00+00:00,12613,41.5
2024-01-14 04:30:00+00:00,2024-01-15 20:00:00+00:00,12594,39.5
2024-01-14 07:30:00+00:00,2024-01-15 20:00:00+00:00,12249,36.5
2024-01-14 09:30:00+00:00,2024-01-15 20:00:00+00:00,12248,34.5
2024-01-14 11:30:00+00:00,2024-01-15 20:00:00+00:00,12233,32.5
2024-01-14 15:30:00+00:00,2024-01-15 20:00:00+00:00,11573,28.5
2024-01-14 18:30:00+00:00,2024-01-15 20:00:00+00:00,11022,25.5
2024-01-14 22:30:00+00:00,2024-01-15 20:00:00+00:00,11023,21.5
2024-01-13 22:30:00+00:00,2024-01-15 21:00:00+00:00,12323,46.5
2024-01-14 02:30:00+00:00,2024-01-15 21:00:00+00:00,12081,42.5
2024-01-14 04:30:00+00:00,2024-01-15 21:00:00+00:00,12064,40.5
2024-01-14 07:30:00+00:00,2024-01-15 21:00:00+00:00,11560,37.5
2024-01-14 09:30:00+00:00,2024-01-15 21:00:00+00:00,11558,35.5
2024-01-14 11:30:00+00:00,2024-01-15 21:00:00+00:00,11543,33.5
2024-01-14 15:30:00+00:00,2024-01-15 21:00:00+00:00,10824,29.5
2024-01-14 18:30:00+00:00,2024-01-15 21:00:00+00:00,10305,26.5
2024-01-14 22:30:00+00:00,2024-01-15 21:00:00+00:00,10306,22.5
2024-01-15 02:30:00+00:00,2024-01-15 21:00:00+00:00,10506,18.5
2024-01-15 04:30:00+00:00,2024-01-15 21:00:00+00:00,10501,16.5
2024-01-15 07:30:00+00:00,2024-01-15 21:00:00+00:00,10398,13.5
2024-01-15 09:30:00+00:00,2024-01-15 21:00:00+00:00,10397,11.5
2024-01-15 11:30:00+00:00,2024-01-15 21:00:00+00:00,10392,9.5
2024-01-15 15:30:00+00:00,2024-01-15 21:00:00+00:00,10091,5.5
2024-01-15 18:30:00+00:00,2024-01-15 21:00:00+00:00,9680,2.5
2024-01-14 02:30:00+00:00,2024-01-15 22:00:00+00:00,11540,43.5
2024-01-14 04:30:00+00:00,2024-01-15 22:00:00+00:00,11525,41.5
2024-01-14 07:30:00+00:00,2024-01-15 22:00:00+00:00,10236,38.5
2024-01-14 09:30:00+00:00,2024-01-15 22:00:00+00:00,10234,36.5
2024-01-14 11:30:00+00:00,2024-01-15 22:00:00+00:00,10205,34.5
2024-01-14 15:30:00+00:00,2024-01-15 22:00:00+00:00,9840,30.5
2024-01-14 18:30:00+00:00,2024-01-15 22:00:00+00:00,9571,27.5
2024-01-14 22:30:00+00:00,2024-01-15 22:00:00+00:00,9571,23.5
2024-01-15 02:30:00+00:00,2024-01-15 22:00:00+00:00,9812,19.5
2024-01-15 04:30:00+00:00,2024-01-15 22:00:00+00:00,9809,17.5
2024-01-15 07:30:00+00:00,2024-01-15 22:00:00+00:00,9644,14.5
2024-01-15 09:30:00+00:00,2024-01-15 22:00:00+00:00,9643,12.5
2024-01-15 11:30:00+00:00,2024-01-15 22:00:00+00:00,9639,10.5
2024-01-15 15:30:00+00:00,2024-01-15 22:00:00+00:00,9218,6.5
2024-01-15 18:30:00+00:00,2024-01-15 22:00:00+00:00,8824,3.5
2024-01-14 02:30:00+00:00,2024-01-15 23:00:00+00:00,10962,44.5
2024-01-14 04:30:00+00:00,2024-01-15 23:00:00+00:00,10949,42.5
2024-01-14 07:30:00+00:00,2024-01-15 23:00:00+00:00,9593,39.5
2024-01-14 09:30:00+00:00,2024-01-15 23:00:00+00:00,9591,37.5
2024-01-14 11:30:00+00:00,2024-01-15 23:00:00+00:00,9562,35.5
2024-01-14 15:30:00+00:00,2024-01-15 23:00:00+00:00,9088,31.5
2024-01-14 18:30:00+00:00,2024-01-15 23:00:00+00:00,8746,28.5
2024-01-14 22:30:00+00:00,2024-01-15 23:00:00+00:00,8746,24.5
2024-01-15 02:30:00+00:00,2024-01-15 23:00:00+00:00,9072,20.5
2024-01-15 04:30:00+00:00,2024-01-15 23:00:00+00:00,9071,18.5
2024-01-15 07:30:00+00:00,2024-01-15 23:00:00+00:00,8956,15.5
2024-01-15 09:30:00+00:00,2024-01-15 23:00:00+00:00,8955,13.5
2024-01-15 11:30:00+00:00,2024-01-15 23:00:00+00:00,8951,11.5
2024-01-15 15:30:00+00:00,2024-01-15 23:00:00+00:00,8521,7.5
2024-01-15 18:30:00+00:00,2024-01-15 23:00:00+00:00,8120,4.5
2024-01-15 22:30:00+00:00,2024-01-15 23:00:00+00:00,8118,0.5
2024-01-14 02:30:00+00:00,2024-01-16 00:00:00+00:00,10349,45.5
2024-01-14 04:30:00+00:00,2024-01-16 00:00:00+00:00,10338,43.5
2024-01-14 07:30:00+00:00,2024-01-16 00:00:00+00:00,8912,40.5
2024-01-14 09:30:00+00:00,2024-01-16 00:00:00+00:00,8910,38.5
2024-01-14 11:30:00+00:00,2024-01-16 00:00:00+00:00,8889,36.5
2024-01-14 15:30:00+00:00,2024-01-16 00:00:00+00:00,8499,32.5
2024-01-14 18:30:00+00:00,2024-01-16 00:00:00+00:00,8275,29.5
2024-01-14 22:30:00+00:00,2024-01-16 00:00:00+00:00,8274,25.5
2024-01-15 02:30:00+00:00,2024-01-16 00:00:00+00:00,8432,21.5
2024-01-15 04:30:00+00:00,2024-01-16 00:00:00+00:00,8432,19.5
2024-01-15 07:30:00+00:00,2024-01-16 00:00:00+00:00,8153,16.5
2024-01-15 09:30:00+00:00,2024-01-16 00:00:00+00:00,8152,14.5
2024-01-15 11:30:00+00:00,2024-01-16 00:00:00+00:00,8149,12.5
2024-01-15 15:30:00+00:00,2024-01-16 00:00:00+00:00,7704,8.5
2024-01-15 18:30:00+00:00,2024-01-16 00:00:00+00:00,7389,5.5
2024-01-15 22:30:00+00:00,2024-01-16 00:00:00+00:00,7385,1.5
2024-01-14 02:30:00+00:00,2024-01-16 01:00:00+00:00,9998,46.5
2024-01-14 04:30:00+00:00,2024-01-16 01:00:00+00:00,9987,44.5
2024-01-14 07:30:00+00:00,2024-01-16 01:00:00+00:00,8569,41.5
2024-01-14 09:30:00+00:00,2024-01-16 01:00:00+00:00,8568,39.5
2024-01-14 11:30:00+00:00,2024-01-16 01:00:00+00:00,8541,37.5
2024-01-14 15:30:00+00:00,2024-01-16 01:00:00+00:00,8003,33.5
2024-01-14 18:30:00+00:00,2024-01-16 01:00:00+00:00,7857,30.5
2024-01-14 22:30:00+00:00,2024-01-16 01:00:00+00:00,7855,26.5
2024-01-15 02:30:00+00:00,2024-01-16 01:00:00+00:00,8107,22.5
2024-01-15 04:30:00+00:00,2024-01-16 01:00:00+00:00,8107,20.5
2024-01-15 07:30:00+00:00,2024-01-16 01:00:00+00:00,7649,17.5
2024-01-15 09:30:00+00:00,2024-01-16 01:00:00+00:00,7649,15.5
2024-01-15 11:30:00+00:00,2024-01-16 01:00:00+00:00,7645,13.5
2024-01-15 15:30:00+00:00,2024-01-16 01:00:00+00:00,7060,9.5
2024-01-15 18:30:00+00:00,2024-01-16 01:00:00+00:00,6781,6.5
2024-01-15 22:30:00+00:00,2024-01-16 01:00:00+00:00,6781,2.5
2024-01-14 02:30:00+00:00,2024-01-16 02:00:00+00:00,9623,47.5
2024-01-14 04:30:00+00:00,2024-01-16 02:00:00+00:00,9612,45.5
2024-01-14 07:30:00+00:00,2024-01-16 02:00:00+00:00,8210,42.5
2024-01-14 09:30:00+00:00,2024-01-16 02:00:00+00:00,8209,40.5
2024-01-14 11:30:00+00:00,2024-01-16 02:00:00+00:00,8183,38.5
2024-01-14 15:30:00+00:00,2024-01-16 02:00:00+00:00,7830,34.5
2024-01-14 18:30:00+00:00,2024-01-16 02:00:00+00:00,7540,31.5
2024-01-14 22:30:00+00:00,2024-01-16 02:00:00+00:00,7540,27.5
2024-01-15 02:30:00+00:00,2024-01-16 02:00:00+00:00,7537,23.5
2024-01-15 04:30:00+00:00,2024-01-16 02:00:00+00:00,7538,21.5
2024-01-15 07:30:00+00:00,2024-01-16 02:00:00+00:00,7093,18.5
2024-01-15 09:30:00+00:00,2024-01-16 02:00:00+00:00,7093,16.5
2024-01-15 11:30:00+00:00,2024-01-16 02:00:00+00:00,7090,14.5
2024-01-15 15:30:00+00:00,2024-01-16 02:00:00+00:00,6553,10.5
2024-01-15 18:30:00+00:00,2024-01-16 02:00:00+00:00,6146,7.5
2024-01-15 22:30:00+00:00,2024-01-16 02:00:00+00:00,6145,3.5
2024-01-14 04:30:00+00:00,2024-01-16 03:00:00+00:00,9214,46.5
2024-01-14 07:30:00+00:00,2024-01-16 03:00:00+00:00,7839,43.5
2024-01-14 09:30:00+00:00,2024-01-16 03:00:00+00:00,7839,41.5
2024-01-14 11:30:00+00:00,2024-01-16 03:00:00+00:00,7823,39.5
2024-01-14 15:30:00+00:00,2024-01-16 03:00:00+00:00,7611,35.5
2024-01-14 18:30:00+00:00,2024-01-16 03:00:00+00:00,7425,32.5
2024-01-14 22:30:00+00:00,2024-01-16 03:00:00+00:00,7424,28.5
2024-01-15 02:30:00+00:00,2024-01-16 03:00:00+00:00,7368,24.5
2024-01-15 04:30:00+00:00,2024-01-16 03:00:00+00:00,7368,22.5
2024-01-15 07:30:00+00:00,2024-01-16 03:00:00+00:00,6724,19.5
2024-01-15 09:30:00+00:00,2024-01-16 03:00:00+00:00,6724,17.5
2024-01-15 11:30:00+00:00,2024-01-16 03:00:00+00:00,6722,15.5
2024-01-15 15:30:00+00:00,2024-01-16 03:00:00+00:00,6220,11.5
2024-01-15 18:30:00+00:00,2024-01-16 03:00:00+00:00,5725,8.5
2024-01-15 22:30:00+00:00,2024-01-16 03:00:00+00:00,5723,4.5
2024-01-14 04:30:00+00:00,2024-01-16 04:00:00+00:00,9205,47.5
2024-01-14 07:30:00+00:00,2024-01-16 04:00:00+00:00,7936,44.5
2024-01-14 09:30:00+00:00,2024-01-16 04:00:00+00:00,7936,42.5
2024-01-14 11:30:00+00:00,2024-01-16 04:00:00+00:00,7923,40.5
2024-01-14 15:30:00+00:00,2024-01-16 04:00:00+00:00,7357,36.5
2024-01-14 18:30:00+00:00,2024-01-16 04:00:00+00:00,7554,33.5
2024-01-14 22:30:00+00:00,2024-01-16 04:00:00+00:00,7555,29.5
2024-01-15 02:30:00+00:00,2024-01-16 04:00:00+00:00,7537,25.5
2024-01-15 04:30:00+00:00,2024-01-16 04:00:00+00:00,7537,23.5
2024-01-15 07:30:00+00:00,2024-01-16 04:00:00+00:00,6950,20.5
2024-01-15 09:30:00+00:00,2024-01-16 04:00:00+00:00,6950,18.5
2024-01-15 11:30:00+00:00,2024-01-16 04:00:00+00:00,6946,16.5
2024-01-15 15:30:00+00:00,2024-01-16 04:00:00+00:00,6353,12.5
2024-01-15 18:30:00+00:00,2024-01-16 04:00:00+00:00,5651,9.5
2024-01-15 22:30:00+00:00,2024-01-16 04:00:00+00:00,5650,5.5
2024-01-14 07:30:00+00:00,2024-01-16 05:00:00+00:00,8060,45.5
2024-01-14 09:30:00+00:00,2024-01-16 05:00:00+00:00,8060,43.5
2024-01-14 11:30:00+00:00,2024-01-16 05:00:00+00:00,8052,41.5
2024-01-14 15:30:00+00:00,2024-01-16 05:00:00+00:00,7522,37.5
2024-01-14 18:30:00+00:00,2024-01-16 05:00:00+00:00,7835,34.5
2024-01-14 22:30:00+00:00,2024-01-16 05:00:00+00:00,7835,30.5
2024-01-15 02:30:00+00:00,2024-01-16 05:00:00+00:00,7807,26.5
2024-01-15 04:30:00+00:00,2024-01-16 05:00:00+00:00,7807,24.5
2024-01-15 07:30:00+00:00,2024-01-16 05:00:00+00:00,7122,21.5
2024-01-15 09:30:00+00:00,2024-01-16 05:00:00+00:00,7122,19.5
2024-01-15 11:30:00+00:00,2024-01-16 05:00:00+00:00,7119,17.5
2024-01-15 15:30:00+00:00,2024-01-16 05:00:00+00:00,6824,13.5
2024-01-15 18:30:00+00:00,2024-01-16 05:00:00+00:00,6165,10.5
2024-01-15 22:30:00+00:00,2024-01-16 05:00:00+00:00,6163,6.5
2024-01-14 07:30:00+00:00,2024-01-16 06:00:00+00:00,8212,46.5
2024-01-14 09:30:00+00:00,2024-01-16 06:00:00+00:00,8212,44.5
2024-01-14 11:30:00+00:00,2024-01-16 06:00:00+00:00,8208,42.5
2024-01-14 15:30:00+00:00,2024-01-16 06:00:00+00:00,7733,38.5
2024-01-14 18:30:00+00:00,2024-01-16 06:00:00+00:00,7838,35.5
2024-01-14 22:30:00+00:00,2024-01-16 06:00:00+00:00,7839,31.5
2024-01-15 02:30:00+00:00,2024-01-16 06:00:00+00:00,7844,27.5
2024-01-15 04:30:00+00:00,2024-01-16 06:00:00+00:00,7845,25.5
2024-01-15 07:30:00+00:00,2024-01-16 06:00:00+00:00,7316,22.5
2024-01-15 09:30:00+00:00,2024-01-16 06:00:00+00:00,7317,20.5
2024-01-15 11:30:00+00:00,2024-01-16 06:00:00+00:00,7314,18.5
2024-01-15 15:30:00+00:00,2024-01-16 06:00:00+00:00,6913,14.5
2024-01-15 18:30:00+00:00,2024-01-16 06:00:00+00:00,5992,11.5
2024-01-15 22:30:00+00:00,2024-01-16 06:00:00+00:00,5992,7.5
2024-01-14 07:30:00+00:00,2024-01-16 07:00:00+00:00,8647,47.5
2024-01-14 09:30:00+00:00,2024-01-16 07:00:00+00:00,8647,45.5
2024-01-14 11:30:00+00:00,2024-01-16 07:00:00+00:00,8641,43.5
2024-01-14 15:30:00+00:00,2024-01-16 07:00:00+00:00,8287,39.5
2024-01-14 18:30:00+00:00,2024-01-16 07:00:00+00:00,8226,36.5
2024-01-14 22:30:00+00:00,2024-01-16 07:00:00+00:00,8227,32.5
2024-01-15 02:30:00+00:00,2024-01-16 07:00:00+00:00,8427,28.5
